"","acc"
"5746",1
"5747",1
"5748",1
"5749",1
"5750",1
"5751",1
"5752",1
"5753",0
"5754",0
"5755",1
"5756",1
"5757",0
"5758",0
"5759",0
"5760",1
"5761",0
"5762",1
"5763",1
"5764",1
"5765",0
"5766",1
"5767",0
"5768",1
"5769",0
"5770",1
"5771",1
"5772",1
"5773",0
"5774",1
"5775",1
"5776",1
"5777",0
"5778",0
"5779",1
"5780",0
"5781",0
"5782",1
"5783",0
"5784",1
"5785",0
"5786",0
"5787",1
"5788",1
"5789",1
"5790",0
"5791",0
"5792",0
"5793",0
"5794",1
"5795",1
"5796",1
"5797",0
"5798",1
"5799",0
"5800",0
"5801",1
"5802",0
"5803",0
"5804",1
"5805",0
"5806",1
"5807",0
"5808",0
"5809",0
"5810",0
"5811",0
"5812",0
"5813",1
"5814",1
"5815",1
"5816",1
"5817",0
"5818",0
"5819",0
"5820",1
"5821",0
"5822",0
"5823",0
"5824",1
"5825",0
"5826",1
"5827",1
"5828",1
"5829",1
"5830",1
"5831",1
"5832",0
"5833",0
"5834",1
"5835",0
"5836",0
"5837",1
"5838",1
"5839",0
"5840",0
"5841",0
"5842",0
"5843",1
"5844",1
"5845",1
"5846",0
"5847",0
"5848",1
"5849",0
"5850",1
"5851",1
"5852",1
"5853",1
"5854",0
"5855",1
"5856",0
"5857",0
"5858",1
"5859",0
"5860",0
"5861",0
"5862",1
"5863",0
"5864",1
"5865",0
"5866",0
"5867",1
"5868",0
"5869",0
"5870",1
"5871",0
"5872",1
"5873",1
"5874",1
"5875",1
"5876",0
"5877",1
"5878",0
"5879",0
"5880",1
"5881",1
"5882",0
"5883",1
"5884",1
"5885",0
"5886",1
"5887",0
"5888",0
"5889",0
"5890",0
"5891",0
"5892",0
"5893",1
"5894",0
"5895",0
"5896",1
"5897",0
"5898",1
"5899",1
"5900",0
"5901",1
"5902",0
"5903",0
"5904",0
"5905",0
"5906",0
"5907",0
"5908",1
"5909",1
"5910",0
"5911",0
"5912",0
"5913",0
"5914",1
"5915",0
"5916",0
"5917",0
"5918",1
"5919",0
"5920",0
"5921",1
"5922",0
"5923",1
"5924",0
"5925",0
"5926",1
"5927",0
"5928",1
"5929",0
"5930",1
"5931",0
"5932",1
"5933",0
"5934",1
"5935",1
"5936",0
"5937",1
"5938",0
"5939",0
"5940",0
"5941",0
"5942",1
"5943",0
"5944",0
"5945",1
"5946",0
"5947",1
"5948",1
"5949",0
"5950",0
"5951",0
"5952",1
"5953",0
"5954",1
"5955",1
"5956",1
"5957",1
"5958",1
"5959",0
"5960",1
"5961",1
"5962",1
"5963",1
"5964",1
"5965",0
"5966",1
"5967",0
"5968",0
"5969",0
"5970",1
"5971",1
"5972",0
"5973",1
"5974",0
"5975",0
"5976",0
"5977",1
"5978",0
"5979",0
"5980",1
"5981",1
"5982",0
"5983",1
"5984",0
"5985",1
"5986",1
"5987",1
"5988",0
"5989",1
"5990",0
"5991",1
"5992",1
"5993",1
"5994",1
"5995",1
"5996",1
"5997",0
"5998",1
"5999",0
"6000",1
"6001",1
"6002",1
"6003",0
"6004",0
"6005",1
"6006",1
"6007",1
"6008",1
"6009",1
"6010",1
"6011",1
"6012",0
"6013",1
"6014",1
"6015",1
"6016",1
"6017",1
"6018",1
"6019",1
"6020",1
"6021",1
"6022",1
"6023",1
"6024",1
"6025",1
"6026",1
"6027",0
"6028",1
"6029",1
"6030",1
"6031",0
"6032",1
"6033",1
"6034",1
"6035",0
"6036",1
"6037",1
"6038",1
"6039",1
"6040",1
"6041",1
"6042",1
"6043",0
"6044",1
"6045",1
"6046",1
"6047",1
"6048",1
"6049",1
"6050",0
"6051",0
"6052",0
"6053",1
"6054",1
"6055",1
"6056",1
"6057",1
"6058",1
"6059",1
"6060",1
"6061",1
"6062",1
"6063",1
"6064",1
"6065",0
"6066",1
"6067",1
"6068",1
"6069",1
"6070",1
"6071",1
"6072",1
"6073",1
"6074",1
"6075",1
"6076",0
"6077",1
"6078",1
"6079",1
"6080",0
"6081",0
"6082",1
"6083",0
"6084",1
"6085",1
"6086",1
"6087",1
"6088",1
"6089",1
"6090",1
"6091",0
"6092",1
"6093",1
"6094",1
"6095",1
"6096",1
"6097",1
"6098",1
"6099",1
"6100",1
"6101",1
"6102",0
"6103",1
"6104",1
"6105",0
"6106",0
"6107",1
"6108",1
"6109",1
"6110",0
"6111",1
"6112",1
"6113",0
"6114",1
"6115",1
"6116",1
"6117",1
"6118",1
"6119",1
"6120",1
"6121",1
"6122",1
"6123",1
"6124",1
"6125",1
"6126",1
"6127",1
"6128",1
"6129",1
"6130",1
"6131",0
"6132",1
"6133",0
"6134",1
"6135",1
"6136",1
"6137",1
"6138",1
"6139",1
"6140",1
"6141",1
"6142",1
"6143",1
"6144",1
"6145",1
"6146",1
"6147",1
"6148",0
"6149",1
"6150",1
"6151",1
"6152",1
"6153",1
"6154",1
"6155",0
"6156",1
"6157",0
"6158",1
"6159",1
"6160",0
"6161",0
"6162",1
"6163",1
"6164",1
"6165",1
"6166",1
"6167",1
"6168",1
"6169",0
"6170",1
"6171",1
"6172",1
"6173",1
"6174",1
"6175",0
"6176",0
"6177",1
"6178",0
"6179",1
"6180",0
"6181",1
"6182",1
"6183",1
"6184",1
"6185",1
"6186",1
"6187",1
"6188",1
"6189",1
"6190",1
"6191",1
"6192",0
"6193",1
"6194",1
"6195",1
"6196",1
"6197",1
"6198",1
"6199",1
"6200",1
"6201",1
"6202",1
"6203",1
"6204",1
"6205",1
"6206",1
"6207",1
"6208",0
"6209",1
"6210",1
"6211",0
"6212",1
"6213",0
"6214",0
"6215",1
"6216",1
"6217",1
"6218",0
"6219",0
"6220",1
"6221",1
"6222",1
"6223",1
"6224",1
"6225",1
"6226",1
"6227",1
"6228",1
"6229",1
"6230",1
"6231",1
"6232",0
"6233",1
"6234",1
"6235",1
"6236",1
"6237",1
"6238",0
"6239",1
"6240",1
"6241",1
"6242",1
"6243",1
"6244",1
"6245",1
"6246",1
"6247",1
"6248",0
"6249",1
"6250",0
"6251",1
"6252",0
"6253",1
"6254",1
"6255",1
"6256",1
"6257",1
"6258",0
"6259",0
"6260",1
"6261",1
"6262",1
"6263",1
"6264",0
"6265",1
"6266",1
"6267",0
"6268",1
"6269",1
"6270",1
"6271",1
"6272",1
"6273",1
"6274",1
"6275",1
"6276",1
"6277",1
"6278",1
"6279",1
"6280",1
"6281",1
"6282",1
"6283",0
"6284",0
"6285",1
"6286",1
"6287",0
"6288",1
"6289",1
"6290",1
"6291",1
"6292",1
"6293",0
"6294",1
"6295",0
"6296",1
"6297",1
"6298",1
"6299",1
"6300",1
"6301",1
"6302",1
"6303",1
"6304",1
"6305",0
"6306",0
"6307",1
"6308",1
"6309",1
"6310",1
"6311",1
"6312",1
"6313",1
"6314",1
"6315",0
"6316",1
"6317",1
"6318",1
"6319",1
"6320",1
"6321",0
"6322",1
"6323",1
"6324",0
"6325",1
"6326",1
"6327",1
"6328",0
"6329",1
"6330",1
"6331",1
"6332",1
"6333",1
"6334",1
"6335",1
"6336",0
"6337",1
"6338",0
"6339",1
"6340",1
"6341",1
"6342",0
"6343",0
"6344",0
"6345",0
"6346",0
"6347",1
"6348",1
"6349",0
"6350",1
"6351",1
"6352",1
"6353",0
"6354",1
"6355",1
"6356",1
"6357",0
"6358",1
"6359",1
"6360",1
"6361",1
"6362",1
"6363",1
"6364",1
"6365",1
"6366",0
"6367",1
"6368",1
"6369",1
"6370",1
"6371",0
"6372",0
"6373",1
"6374",1
"6375",1
"6376",1
"6377",1
"6378",1
"6379",1
"6380",0
"6381",1
"6382",0
"6383",1
"6384",1
"6385",1
"6386",1
"6387",1
"6388",1
"6389",1
"6390",0
"6391",1
"6392",1
"6393",1
"6394",1
"6395",0
"6396",0
"6397",1
"6398",1
"6399",1
"6400",1
"6401",1
"6402",1
"6403",1
"6404",1
"6405",1
"6406",1
"6407",1
"6408",1
"6409",1
"6410",1
"6411",1
"6412",1
"6413",1
"6414",1
"6415",1
"6416",1
"6417",1
"6418",1
"6419",1
"6420",1
"6421",1
"6422",0
"6423",1
"6424",1
"6425",1
"6426",1
"6427",1
"6428",1
"6429",0
"6430",1
"6431",1
"6432",0
"6433",1
"6434",0
"6435",1
"6436",1
"6437",0
"6438",0
"6439",1
"6440",1
"6441",0
"6442",0
"6443",1
"6444",0
"6445",1
"6446",1
"6447",1
"6448",1
"6449",1
"6450",1
"6451",0
"6452",1
"6453",0
"6454",0
"6455",1
"6456",1
"6457",0
"6458",1
"6459",1
"6460",0
"6461",0
"6462",1
"6463",1
"6464",0
"6465",1
"6466",1
"6467",1
"6468",0
"6469",1
"6470",1
"6471",1
"6472",1
"6473",0
"6474",1
"6475",1
"6476",0
"6477",1
"6478",1
"6479",1
"6480",1
"6481",0
"6482",0
"6483",1
"6484",1
"6485",1
"6486",1
"6487",1
"6488",1
"6489",0
"6490",1
"6491",1
"6492",1
"6493",1
"6494",1
"6495",1
"6496",1
"6497",1
"6498",1
"6499",1
"6500",1
"6501",1
"6502",1
"6503",1
"6504",1
"6505",1
"6506",1
"6507",0
"6508",1
"6509",0
"6510",1
"6511",1
"6512",1
"6513",1
"6514",1
"6515",1
"6516",0
"6517",1
"6518",1
"6519",1
"6520",1
"6521",1
"6522",1
"6523",1
"6524",1
"6525",0
"6526",1
"6527",1
"6528",1
"6529",1
"6530",1
"6531",1
"6532",1
"6533",1
"6534",1
"6535",1
"6536",1
"6537",1
"6538",1
"6539",1
"6540",1
"6541",1
"6542",0
"6543",1
"6544",1
"6545",1
"6546",1
"6547",1
"6548",1
"6549",1
"6550",1
"6551",1
"6552",1
"6553",1
"6554",0
"6555",1
"6556",1
"6557",1
"6558",1
"6559",1
"6560",1
"6561",1
"6562",1
"6563",0
"6564",0
"6565",1
"6566",1
"6567",1
"6568",1
"6569",1
"6570",1
"6571",1
"6572",1
"6573",1
"6574",1
"6575",1
"6576",1
"6577",1
"6578",1
"6579",0
"6580",1
"6581",1
"6582",0
"6583",0
"6584",1
"6585",0
"6586",1
"6587",1
"6588",1
"6589",1
"6590",1
"6591",1
"6592",1
"6593",1
"6594",1
"6595",1
"6596",1
"6597",0
"6598",1
"6599",1
"6600",1
"6601",1
"6602",1
"6603",1
"6604",1
"6605",1
"6606",1
"6607",1
"6608",0
"6609",1
"6610",1
"6611",1
"6612",1
"6613",0
"6614",1
"6615",0
"6616",1
"6617",1
"6618",1
"6619",1
"6620",1
"6621",1
"6622",1
"6623",1
"6624",1
"6625",1
"6626",1
"6627",1
"6628",1
"6629",1
"6630",1
"6631",1
"6632",1
"6633",1
"6634",1
"6635",1
"6636",1
"6637",1
"6638",1
"6639",1
"6640",1
"6641",1
"6642",1
"6643",0
"6644",1
"6645",0
"6646",1
"6647",1
"6648",0
"6649",1
"6650",0
"6651",1
"6652",1
"6653",0
"6654",1
"6655",1
"6656",1
"6657",1
"6658",1
"6659",1
"6660",1
"6661",1
"6662",1
"6663",1
"6664",0
"6665",1
"6666",1
"6667",1
"6668",1
"6669",1
"6670",1
"6671",0
"6672",0
"6673",0
"6674",0
"6675",1
"6676",0
"6677",1
"6678",1
"6679",1
"6680",1
"6681",1
"6682",1
"6683",1
"6684",0
"6685",0
"6686",1
"6687",1
"6688",0
"6689",0
"6690",1
"6691",1
"6692",0
"6693",1
"6694",1
"6695",1
"6696",1
"6697",1
"6698",1
"6699",1
"6700",1
"6701",1
"6702",1
"6703",1
"6704",0
"6705",1
"6706",1
"6707",1
"6708",1
"6709",1
"6710",1
"6711",1
"6712",1
"6713",1
"6714",0
"6715",1
"6716",0
"6717",0
"6718",1
"6719",1
"6720",1
"6721",0
"6722",0
"6723",1
"6724",1
"6725",1
"6726",1
"6727",1
"6728",1
"6729",1
"6730",1
"6731",1
"6732",1
"6733",1
"6734",0
"6735",0
"6736",1
"6737",1
"6738",1
"6739",1
"6740",1
"6741",0
"6742",1
"6743",1
"6744",1
"6745",1
"6746",1
"6747",1
"6748",1
"6749",1
"6750",1
"6751",1
"6752",0
"6753",1
"6754",1
"6755",1
"6756",1
"6757",1
"6758",0
"6759",1
"6760",1
"6761",1
"6762",0
"6763",1
"6764",1
"6765",1
"6766",1
"6767",1
"6768",1
"6769",1
"6770",1
"6771",1
"6772",1
"6773",1
"6774",1
"6775",1
"6776",1
"6777",1
"6778",1
"6779",1
"6780",1
"6781",0
"6782",1
"6783",1
"6784",1
"6785",1
"6786",1
"6787",1
"6788",0
"6789",0
"6790",1
"6791",1
"6792",1
"6793",1
"6794",1
"6795",1
"6796",1
"6797",0
"6798",0
"6799",1
"6800",1
"6801",1
"6802",1
"6803",1
"6804",1
"6805",0
"6806",1
"6807",1
"6808",0
"6809",0
"6810",1
"6811",1
"6812",1
"6813",1
"6814",1
"6815",0
"6816",1
"6817",1
"6818",1
"6819",1
"6820",0
"6821",1
"6822",1
"6823",1
"6824",0
"6825",1
"6826",1
"6827",1
"6828",1
"6829",1
"6830",1
"6831",1
"6832",1
"6833",1
"6834",1
"6835",1
"6836",0
"6837",1
"6838",1
"6839",1
"6840",1
"6841",1
"6842",1
"6843",1
"6844",1
"6845",1
"6846",1
"6847",1
"6848",1
"6849",1
"6850",1
"6851",1
"6852",1
"6853",0
"6854",1
"6855",1
"6856",0
"6857",1
"6858",1
"6859",0
"6860",1
"6861",1
"6862",0
"6863",1
"6864",1
"6865",1
"6866",1
"6867",1
"6868",1
"6869",1
"6870",1
"6871",1
"6872",1
"6873",1
"6874",1
"6875",1
"6876",1
"6877",1
"6878",1
"6879",1
"6880",1
"6881",1
"6882",0
"6883",1
"6884",1
"6885",1
"6886",1
"6887",1
"6888",0
"6889",1
"6890",1
"6891",1
"6892",1
"6893",1
"6894",1
"6895",0
"6896",1
"6897",0
"6898",1
"6899",1
"6900",1
"6901",1
"6902",1
"6903",1
"6904",1
"6905",1
"6906",1
"6907",1
"6908",1
"6909",1
"6910",1
"6911",0
"6912",0
"6913",0
"6914",1
"6915",1
"6916",1
"6917",0
"6918",1
"6919",1
"6920",1
"6921",1
"6922",1
"6923",1
"6924",0
"6925",1
"6926",1
"6927",1
"6928",1
"6929",0
"6930",1
"6931",1
"6932",0
"6933",1
"6934",1
"6935",1
"6936",1
"6937",1
"6938",1
"6939",1
"6940",1
"6941",1
"6942",1
"6943",1
"6944",1
"6945",1
"6946",1
"6947",0
"6948",0
"6949",1
"6950",0
"6951",1
"6952",1
"6953",1
"6954",1
"6955",1
"6956",1
"6957",1
"6958",1
"6959",0
"6960",1
"6961",0
"6962",1
"6963",1
"6964",1
"6965",1
"6966",1
"6967",1
"6968",1
"6969",1
"6970",1
"6971",1
"6972",1
"6973",1
"6974",1
"6975",1
"6976",1
"6977",0
"6978",1
"6979",1
"6980",1
"6981",1
"6982",0
"6983",0
"6984",1
"6985",1
"6986",1
"6987",0
"6988",1
"6989",1
"6990",0
"6991",0
"6992",1
"6993",1
"6994",1
"6995",1
"6996",1
"6997",1
"6998",1
"6999",1
"7000",1
"7001",1
"7002",0
"7003",1
"7004",1
"7005",1
"7006",1
"7007",0
"7008",1
"7009",1
"7010",1
"7011",0
"7012",1
"7013",0
"7014",1
"7015",1
"7016",1
"7017",1
"7018",1
"7019",0
"7020",1
"7021",1
"7022",0
"7023",0
"7024",1
"7025",1
"7026",1
"7027",1
"7028",1
"7029",1
"7030",1
"7031",1
"7032",1
"7033",0
"7034",1
"7035",0
"7036",0
"7037",1
"7038",0
"7039",1
"7040",0
"7041",0
"7042",0
"7043",1
"7044",1
"7045",1
"7046",1
"7047",0
"7048",0
"7049",1
"7050",1
"7051",1
"7052",0
"7053",1
"7054",0
"7055",1
"7056",0
"7057",1
"7058",1
"7059",1
"7060",0
"7061",1
"7062",1
"7063",1
"7064",1
"7065",0
"7066",0
"7067",1
"7068",0
"7069",0
"7070",1
"7071",1
"7072",0
"7073",0
"7074",0
"7075",1
"7076",1
"7077",1
"7078",1
"7079",1
"7080",1
"7081",1
"7082",0
"7083",1
"7084",1
"7085",0
"7086",0
"7087",1
"7088",0
"7089",0
"7090",0
"7091",1
"7092",1
"7093",0
"7094",1
"7095",0
"7096",0
"7097",0
"7098",0
"7099",1
"7100",1
"7101",1
"7102",1
"7103",1
"7104",0
"7105",1
"7106",1
"7107",1
"7108",1
"7109",1
"7110",1
"7111",1
"7112",1
"7113",1
"7114",1
"7115",1
"7116",1
"7117",0
"7118",0
"7119",0
"7120",1
"7121",1
"7122",1
"7123",1
"7124",1
"7125",1
"7126",1
"7127",1
"7128",1
"7129",0
"7130",1
"7131",0
"7132",0
"7133",0
"7134",1
"7135",0
"7136",1
"7137",1
"7138",1
"7139",0
"7140",0
"7141",0
"7142",0
"7143",1
"7144",1
"7145",1
"7146",1
"7147",1
"7148",1
"7149",1
"7150",1
"7151",0
"7152",1
"7153",0
"7154",0
"7155",1
"7156",0
"7157",0
"7158",0
"7159",0
"7160",0
"7161",0
"7162",0
"7163",1
"7164",0
"7165",1
"7166",1
"7167",1
"7168",0
"7169",1
"7170",0
"7171",1
"7172",0
"7173",0
"7174",0
"7175",1
"7176",0
"7177",0
"7178",1
"7179",1
"7180",1
"7181",1
"7182",0
"7183",0
"7184",1
"7185",0
"7186",1
"7187",0
"7188",1
"7189",0
"7190",0
"7191",0
"7192",1
"7193",0
"7194",1
"7195",0
"7196",0
"7197",1
"7198",1
"7199",0
"7200",0
"7201",1
"7202",1
"7203",0
"7204",1
"7205",0
"7206",0
"7207",1
"7208",1
"7209",1
"7210",0
"7211",0
"7212",0
"7213",1
"7214",0
"7215",0
"7216",0
"7217",1
"7218",1
"7219",0
"7220",1
"7221",0
"7222",1
"7223",0
"7224",0
"7225",1
"7226",1
"7227",1
"7228",0
"7229",0
"7230",0
"7231",1
"7232",0
"7233",0
"7234",1
"7235",1
"7236",1
"7237",1
"7238",0
"7239",0
"7240",0
"7241",1
"7242",0
"7243",0
"7244",0
"7245",0
"7246",0
"7247",0
"7248",1
"7249",1
"7250",0
"7251",0
"7252",0
"7253",0
"7254",1
"7255",0
"7256",0
"7257",0
"7258",1
"7259",0
"7260",0
"7261",1
"7262",1
"7263",1
"7264",1
"7265",0
"7266",1
"7267",1
"7268",1
"7269",1
"7270",1
"7271",1
"7272",1
"7273",1
"7274",1
"7275",1
"7276",1
"7277",1
"7278",0
"7279",0
"7280",1
"7281",0
"7282",1
"7283",0
"7284",1
"7285",0
"7286",0
"7287",1
"7288",1
"7289",1
"7290",1
"7291",0
"7292",1
"7293",0
"7294",0
"7295",1
"7296",0
"7297",0
"7298",1
"7299",0
"7300",1
"7301",0
"7302",1
"7303",1
"7304",1
"7305",1
"7306",0
"7307",1
"7308",1
"7309",1
"7310",1
"7311",0
"7312",0
"7313",1
"7314",1
"7315",1
"7316",1
"7317",1
"7318",1
"7319",0
"7320",1
"7321",1
"7322",1
"7323",1
"7324",1
"7325",1
"7326",1
"7327",0
"7328",0
"7329",1
"7330",0
"7331",1
"7332",1
"7333",1
"7334",0
"7335",1
"7336",1
"7337",1
"7338",1
"7339",0
"7340",1
"7341",0
"7342",1
"7343",1
"7344",0
"7345",0
"7346",0
"7347",1
"7348",0
"7349",0
"7350",0
"7351",1
"7352",0
"7353",1
"7354",0
"7355",1
"7356",1
"7357",1
"7358",1
"7359",1
"7360",0
"7361",1
"7362",1
"7363",1
"7364",1
"7365",0
"7366",1
"7367",0
"7368",1
"7369",0
"7370",0
"7371",0
"7372",1
"7373",0
"7374",1
"7375",0
"7376",1
"7377",1
"7378",1
"7379",1
"7380",1
"7381",0
"7382",1
"7383",1
"7384",1
"7385",0
"7386",1
"7387",1
"7388",1
"7389",1
"7390",1
"7391",1
"7392",1
"7393",0
"7394",1
"7395",1
"7396",1
"7397",0
"7398",0
"7399",0
"7400",1
"7401",1
"7402",1
"7403",1
"7404",1
"7405",1
"7406",0
"7407",1
"7408",0
"7409",0
"7410",1
"7411",0
"7412",1
"7413",1
"7414",1
"7415",0
"7416",0
"7417",1
"7418",1
"7419",0
"7420",0
"7421",1
"7422",0
"7423",0
"7424",1
"7425",0
"7426",1
"7427",0
"7428",1
"7429",1
"7430",1
"7431",1
"7432",1
"7433",0
"7434",1
"7435",1
"7436",0
"7437",1
"7438",1
"7439",1
"7440",1
"7441",0
"7442",1
"7443",1
"7444",0
"7445",0
"7446",1
"7447",1
"7448",1
"7449",1
"7450",1
"7451",1
"7452",0
"7453",0
"7454",1
"7455",0
"7456",0
"7457",0
"7458",1
"7459",1
"7460",1
"7461",1
"7462",1
"7463",1
"7464",1
"7465",1
"7466",1
"7467",0
"7468",1
"7469",0
"7470",0
"7471",1
"7472",0
"7473",1
"7474",1
"7475",0
"7476",1
"7477",1
"7478",1
"7479",0
"7480",0
"7481",1
"7482",1
"7483",0
"7484",0
"7485",0
"7486",0
"7487",0
"7488",1
"7489",0
"7490",1
"7491",0
"7492",1
"7493",1
"7494",1
"7495",1
"7496",1
"7497",1
"7498",1
"7499",1
"7500",1
"7501",1
"7502",1
"7503",1
"7504",1
"7505",1
"7506",1
"7507",1
"7508",1
"7509",1
"7510",1
"7511",1
"7512",1
"7513",1
"7514",1
"7515",1
"7516",1
"7517",1
"7518",1
"7519",1
"7520",0
"7521",1
"7522",1
"7523",1
"7524",1
"7525",1
"7526",1
"7527",1
"7528",1
"7529",1
"7530",1
"7531",1
"7532",1
"7533",1
"7534",1
"7535",1
"7536",1
"7537",1
"7538",1
"7539",1
"7540",1
"7541",1
"7542",1
"7543",1
"7544",1
"7545",1
"7546",1
"7547",1
"7548",0
"7549",1
"7550",1
"7551",1
"7552",1
"7553",0
"7554",0
"7555",1
"7556",0
"7557",1
"7558",1
"7559",1
"7560",1
"7561",1
"7562",1
"7563",0
"7564",1
"7565",1
"7566",1
"7567",1
"7568",1
"7569",1
"7570",1
"7571",1
"7572",1
"7573",1
"7574",1
"7575",1
"7576",1
"7577",1
"7578",1
"7579",1
"7580",1
"7581",1
"7582",1
"7583",1
"7584",1
"7585",1
"7586",1
"7587",1
"7588",1
"7589",1
"7590",1
"7591",1
"7592",1
"7593",1
"7594",1
"7595",1
"7596",1
"7597",1
"7598",1
"7599",1
"7600",1
"7601",1
"7602",1
"7603",1
"7604",1
"7605",1
"7606",1
"7607",1
"7608",1
"7609",1
"7610",1
"7611",1
"7612",1
"7613",1
"7614",1
"7615",1
"7616",1
"7617",1
"7618",1
"7619",1
"7620",1
"7621",1
"7622",1
"7623",1
"7624",1
"7625",1
"7626",1
"7627",1
"7628",1
"7629",1
"7630",1
"7631",0
"7632",1
"7633",1
"7634",1
"7635",1
"7636",1
"7637",1
"7638",0
"7639",1
"7640",1
"7641",0
"7642",1
"7643",1
"7644",0
"7645",0
"7646",1
"7647",0
"7648",0
"7649",1
"7650",1
"7651",1
"7652",1
"7653",1
"7654",1
"7655",1
"7656",1
"7657",1
"7658",1
"7659",1
"7660",1
"7661",1
"7662",1
"7663",1
"7664",0
"7665",1
"7666",1
"7667",1
"7668",1
"7669",1
"7670",1
"7671",1
"7672",0
"7673",1
"7674",1
"7675",1
"7676",1
"7677",1
"7678",1
"7679",1
"7680",1
"7681",1
"7682",1
"7683",1
"7684",1
"7685",1
"7686",1
"7687",1
"7688",1
"7689",1
"7690",1
"7691",1
"7692",1
"7693",1
"7694",1
"7695",1
"7696",1
"7697",1
"7698",1
"7699",1
"7700",1
"7701",1
"7702",1
"7703",1
"7704",1
"7705",1
"7706",1
"7707",1
"7708",1
"7709",1
"7710",1
"7711",1
"7712",1
"7713",1
"7714",1
"7715",1
"7716",1
"7717",0
"7718",1
"7719",1
"7720",1
"7721",1
"7722",1
"7723",1
"7724",1
"7725",1
"7726",1
"7727",1
"7728",1
"7729",1
"7730",1
"7731",1
"7732",1
"7733",1
"7734",1
"7735",1
"7736",1
"7737",1
"7738",1
"7739",1
"7740",1
"7741",1
"7742",1
"7743",1
"7744",1
"7745",1
"7746",1
"7747",1
"7748",1
"7749",1
"7750",1
"7751",1
"7752",1
"7753",1
"7754",1
"7755",0
"7756",1
"7757",1
"7758",1
"7759",1
"7760",1
"7761",1
"7762",1
"7763",1
"7764",1
"7765",1
"7766",1
"7767",1
"7768",1
"7769",1
"7770",1
"7771",1
"7772",1
"7773",1
"7774",1
"7775",1
"7776",1
"7777",1
"7778",1
"7779",1
"7780",1
"7781",1
"7782",1
"7783",1
"7784",1
"7785",1
"7786",1
"7787",1
"7788",1
"7789",1
"7790",1
"7791",1
"7792",1
"7793",0
"7794",1
"7795",1
"7796",1
"7797",1
"7798",1
"7799",1
"7800",1
"7801",1
"7802",1
"7803",1
"7804",1
"7805",1
"7806",1
"7807",1
"7808",1
"7809",1
"7810",1
"7811",1
"7812",1
"7813",1
"7814",0
"7815",1
"7816",1
"7817",1
"7818",1
"7819",1
"7820",1
"7821",1
"7822",1
"7823",1
"7824",1
"7825",1
"7826",0
"7827",1
"7828",1
"7829",1
"7830",1
"7831",1
"7832",1
"7833",1
"7834",1
"7835",1
"7836",1
"7837",1
"7838",1
"7839",0
"7840",1
"7841",1
"7842",1
"7843",1
"7844",0
"7845",1
"7846",1
"7847",0
"7848",1
"7849",1
"7850",1
"7851",1
"7852",1
"7853",1
"7854",1
"7855",1
"7856",1
"7857",1
"7858",1
"7859",1
"7860",1
"7861",1
"7862",1
"7863",1
"7864",1
"7865",1
"7866",1
"7867",1
"7868",1
"7869",1
"7870",1
"7871",1
"7872",1
"7873",1
"7874",1
"7875",1
"7876",1
"7877",1
"7878",1
"7879",1
"7880",1
"7881",1
"7882",1
"7883",1
"7884",1
"7885",1
"7886",1
"7887",1
"7888",1
"7889",1
"7890",1
"7891",1
"7892",1
"7893",1
"7894",1
"7895",1
"7896",1
"7897",1
"7898",0
"7899",1
"7900",1
"7901",1
"7902",1
"7903",1
"7904",1
"7905",1
"7906",1
"7907",1
"7908",1
"7909",0
"7910",1
"7911",1
"7912",1
"7913",1
"7914",1
"7915",1
"7916",1
"7917",1
"7918",1
"7919",1
"7920",1
"7921",1
"7922",1
"7923",1
"7924",1
"7925",1
"7926",1
"7927",1
"7928",1
"7929",1
"7930",1
"7931",1
"7932",1
"7933",1
"7934",1
"7935",1
"7936",1
"7937",1
"7938",1
"7939",1
"7940",1
"7941",1
"7942",1
"7943",1
"7944",1
"7945",1
"7946",1
"7947",1
"7948",1
"7949",1
"7950",1
"7951",1
"7952",1
"7953",1
"7954",1
"7955",1
"7956",1
"7957",1
"7958",1
"7959",1
"7960",1
"7961",1
"7962",1
"7963",1
"7964",1
"7965",1
"7966",1
"7967",1
"7968",1
"7969",1
"7970",1
"7971",1
"7972",1
"7973",1
"7974",1
"7975",1
"7976",1
"7977",1
"7978",1
"7979",1
"7980",1
"7981",1
"7982",1
"7983",1
"7984",1
"7985",1
"7986",1
"7987",1
"7988",1
"7989",0
"7990",1
"7991",1
"7992",1
"7993",1
"7994",1
"7995",1
"7996",1
"7997",1
"7998",1
"7999",1
"8000",1
"8001",1
"8002",0
"8003",0
"8004",1
"8005",1
"8006",1
"8007",0
"8008",1
"8009",1
"8010",1
"8011",0
"8012",1
"8013",1
"8014",0
"8015",1
"8016",0
"8017",0
"8018",0
"8019",0
"8020",0
"8021",1
"8022",0
"8023",0
"8024",1
"8025",0
"8026",1
"8027",1
"8028",0
"8029",1
"8030",1
"8031",0
"8032",0
"8033",1
"8034",1
"8035",0
"8036",0
"8037",1
"8038",1
"8039",0
"8040",0
"8041",0
"8042",1
"8043",1
"8044",1
"8045",0
"8046",1
"8047",0
"8048",1
"8049",0
"8050",1
"8051",0
"8052",0
"8053",0
"8054",0
"8055",0
"8056",1
"8057",0
"8058",0
"8059",1
"8060",0
"8061",1
"8062",1
"8063",0
"8064",1
"8065",1
"8066",1
"8067",1
"8068",0
"8069",0
"8070",0
"8071",1
"8072",0
"8073",1
"8074",1
"8075",1
"8076",1
"8077",0
